ds,y
2022-03-09,17.55
2022-03-10,17.7
2022-03-11,17.8
2022-03-14,17.2
2022-03-15,17.35
2022-03-16,17.7
2022-03-17,17.65
2022-03-18,17.6
2022-03-21,17.8
2022-03-22,17.8
2022-03-23,18.1
2022-03-24,19.35
2022-03-25,19.1
2022-03-28,19.0
2022-03-29,19.4
2022-03-30,18.6
2022-03-31,18.7
2022-04-01,19.1
2022-04-04,18.75
2022-04-05,18.7
2022-04-06,18.35
2022-04-07,17.5
2022-04-08,17.5
2022-04-12,16.65
2022-04-13,17.3
2022-04-14,17.2
2022-04-15,16.9
2022-04-18,15.85
2022-04-19,14.75
2022-04-20,14.3
2022-04-21,13.7
2022-04-22,13.8
2022-04-25,12.85
2022-04-26,13.3
2022-04-27,13.5
2022-04-28,13.55
2022-04-29,14.05
2022-05-04,13.8
2022-05-05,13.4
2022-05-06,12.85
2022-05-09,12.0
2022-05-10,12.2
2022-05-11,12.4
2022-05-12,11.55
2022-05-13,10.75
2022-05-16,10.8
2022-05-17,11.55
2022-05-18,11.8
2022-05-19,11.8
2022-05-20,12.1
2022-05-23,11.9
2022-05-24,12.0
2022-05-25,12.6
2022-05-26,12.75
2022-05-27,12.65
2022-05-30,12.75
2022-05-31,12.6
2022-06-01,12.5
2022-06-02,12.45
2022-06-03,12.45
2022-06-06,12.25
2022-06-07,12.05
2022-06-08,12.45
2022-06-09,13.3
2022-06-10,12.8
2022-06-13,12.0
2022-06-14,12.2
2022-06-15,11.85
2022-06-16,11.8
2022-06-17,11.0
2022-06-20,10.3
2022-06-21,11.0
2022-06-22,11.35
2022-06-23,11.7
2022-06-24,11.8
2022-06-27,11.9
2022-06-28,12.0
2022-06-29,11.85
2022-06-30,11.3
2022-07-01,11.45
2022-07-04,11.45
2022-07-05,11.25
2022-07-06,10.95
2022-07-07,11.1
2022-07-08,11.3
2022-07-11,11.35
2022-07-12,11.75
2022-07-13,12.1
2022-07-14,12.15
2022-07-15,11.95
2022-07-18,12.0
2022-07-19,11.75
2022-07-20,11.9
2022-07-21,12.05
2022-07-22,12.5
2022-07-25,12.2
2022-07-26,12.1
2022-07-27,12.4
2022-07-28,12.25
2022-07-29,12.25
2022-08-01,12.45
2022-08-02,12.65
2022-08-03,12.75
2022-08-04,12.55
2022-08-05,12.55
2022-08-08,12.8
2022-08-09,12.75
2022-08-10,13.0
2022-08-11,12.5
2022-08-12,12.65
2022-08-15,12.55
2022-08-16,12.65
2022-08-17,12.5
2022-08-18,12.3
2022-08-19,12.1
2022-08-22,12.1
2022-08-23,12.4
2022-08-24,12.35
2022-08-25,12.35
2022-08-26,12.2
2022-08-29,11.9
2022-08-30,11.9
2022-08-31,11.95
2022-09-05,11.85
2022-09-06,11.9
2022-09-07,11.4
2022-09-08,11.35
2022-09-09,11.3
2022-09-12,11.2
2022-09-13,11.2
2022-09-16,11.0
2022-09-19,10.6
2022-09-20,10.8
2022-09-21,10.7
2022-09-22,10.9
2022-09-23,10.7
2022-09-26,10.35
2022-09-27,10.3
2022-09-28,10.3
2022-09-29,10.05
2022-09-30,9.89
2022-10-03,9.2
2022-10-04,9.0
2022-10-05,9.24
2022-10-06,8.8
2022-10-07,8.2
2022-10-10,8.27
2022-10-11,7.7
2022-10-12,8.05
2022-10-13,8.05
2022-10-14,8.28
2022-10-17,8.17
2022-10-18,8.42
2022-10-19,8.3
2022-10-20,8.15
2022-10-21,7.58
2022-10-24,7.05
2022-10-25,7.35
2022-10-26,7.37
2022-10-27,7.8
2022-10-28,7.77
2022-10-31,7.7
2022-11-01,7.76
2022-11-02,7.89
2022-11-03,7.81
2022-11-04,7.34
2022-11-07,6.87
2022-11-09,7.1
2022-11-10,6.61
2022-11-11,6.5
2022-11-14,6.1
